edad_cliente,departamento_correspondencia,cr_hipotecario,dafuturo,cdt,fond,ingreso_2,act_laboral_general,acierta_plus,categoria_gasto,categoria_ahorro,categoria_credito,madurez_financiera,open_rate,quanto,con_gusto_agrupado,con_digital_d
23,"BOGOTA, D.C.",0,0,0,1,1417212,EMPLEADO,150,Aumento,Minimo Ahorro,,0,0.02,1835,sin_informacion,No_digital
30,"BOGOTA, D.C.",0,0,0,0,2208033,EMPLEADO,871,Bajo,Minimo Ahorro,Pago afectado,0,,3815,,No_digital
30,,0,0,0,0,\N,,699,\N,\N,\N,1,,2234,sin_informacion,No_digital
22,"BOGOTA, D.C.",0,0,0,0,\N,,652,\N,\N,\N,0,,1326,sin_informacion,No_digital
21,,0,0,0,0,\N,,651,\N,\N,\N,0,,1508,sin_informacion,No_digital
20,,0,0,0,0,\N,,200,\N,\N,\N,0,,1281,sin_informacion,No_digital
27,"BOGOTA, D.C.",0,0,0,0,\N,,1,\N,\N,\N,0,,1499,sin_informacion,No_digital
25,VALLE DEL CAUCA,0,0,0,0,1111212,EMPLEADO,1,Mantiene,Minimo Ahorro,,1,0.0,1589,sin_informacion,No_digital
26,CUNDINAMARCA,0,0,0,0,2359886,ESTUDIANTE,759,\N,\N,\N,1,0.04,3870,,Digital
20,"BOGOTA, D.C.",0,0,0,0,\N,,621,Aumento,Minimo Ahorro,,0,0.15,1526,sin_informacion,No_digital
28,,0,0,0,0,\N,,439,\N,\N,\N,0,,1072,sin_informacion,No_digital
30,ATLANTICO,0,0,0,0,\N,,284,\N,\N,\N,0,,1580,sin_informacion,No_digital
27,CUNDINAMARCA,0,0,0,0,1439916,EMPLEADO,1,\N,\N,\N,0,0.0,1944,sin_informacion,No_digital
29,,0,0,0,0,\N,,715,\N,\N,\N,1,,1817,sin_informacion,No_digital
23,,0,0,0,0,\N,,714,\N,\N,\N,0,,1580,sin_informacion,No_digital
29,ATLANTICO,0,0,0,0,2037332,EMPLEADO,\N,\N,\N,\N,0,,\N,sin_informacion,No_digital
27,CESAR,0,0,0,0,\N,,760,\N,\N,\N,1,0.0,3161,sin_informacion,No_digital
28,VALLE DEL CAUCA,0,0,0,0,1903778,EMPLEADO,617,\N,\N,\N,1,0.0,2389,sin_informacion,Digital
30,,0,0,0,0,\N,,419,\N,\N,\N,0,,2125,sin_informacion,No_digital
24,BOLIVAR,0,0,0,0,1375817,EMPLEADO,297,\N,\N,\N,0,0.0,1499,sin_informacion,No_digital
27,ANTIOQUIA,0,0,0,0,1755040,INDEPENDIENTE,0,\N,\N,\N,0,,1308,sin_informacion,Digital
30,CUNDINAMARCA,0,0,0,0,1418965,EMPLEADO,523,\N,\N,\N,0,,1844,sin_informacion,No_digital
29,BOLIVAR,0,0,0,0,\N,,292,\N,\N,\N,0,,2389,sin_informacion,No_digital
26,"BOGOTA, D.C.",0,0,0,0,\N,,739,\N,\N,\N,0,,1489,sin_informacion,No_digital
19,,0,0,0,0,\N,,0,\N,\N,\N,0,,1299,sin_informacion,No_digital
29,CHOCO,0,0,0,0,\N,,0,\N,\N,\N,0,,1053,sin_informacion,No_digital
29,LA GUAJIRA,0,0,0,0,\N,,668,\N,\N,\N,0,,1435,sin_informacion,No_digital
21,,0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
23,ANTIOQUIA,0,0,0,0,\N,,684,\N,\N,\N,1,0.0,1390,sin_informacion,No_digital
30,,0,0,0,0,\N,,1,\N,\N,\N,0,,1335,sin_informacion,No_digital
25,,0,0,0,0,\N,,754,\N,\N,\N,0,,1408,sin_informacion,No_digital
29,,0,0,0,0,\N,,1,\N,\N,\N,0,,1290,sin_informacion,No_digital
27,CUNDINAMARCA,0,0,0,0,2076212,EMPLEADO,387,Aumento,Minimo Ahorro,,0,,2244,sin_informacion,No_digital
30,HUILA,0,0,0,0,1934212,EMPLEADO,768,\N,\N,\N,1,0.0,3098,sin_informacion,Digital
29,"BOGOTA, D.C.",0,0,0,0,\N,,844,\N,\N,\N,0,0.29,4260,sin_informacion,No_digital
22,ANTIOQUIA,0,0,0,0,\N,,350,\N,\N,\N,0,,1499,sin_informacion,No_digital
29,NARINO,0,0,0,0,\N,,1,\N,\N,\N,0,,1308,sin_informacion,No_digital
30,CASANARE,0,0,0,0,\N,,645,\N,\N,\N,0,,1399,sin_informacion,No_digital
19,,0,0,0,0,\N,,641,\N,\N,\N,0,,1226,sin_informacion,No_digital
24,"BOGOTA, D.C.",0,0,0,0,\N,,787,\N,\N,\N,0,0.0,1262,sin_informacion,No_digital
27,,0,0,0,0,\N,,206,\N,\N,\N,0,,1017,sin_informacion,No_digital
25,,0,0,0,0,\N,,676,\N,\N,\N,0,,1898,sin_informacion,No_digital
29,SANTANDER,0,0,0,0,1119012,EMPLEADO,655,\N,\N,\N,1,,1526,sin_informacion,No_digital
29,,0,0,0,0,\N,,807,\N,\N,\N,1,,2026,sin_informacion,No_digital
23,"BOGOTA, D.C.",0,0,0,0,3547012,EMPLEADO,776,Bajo,Ahorro,Pago normal,0,0.07,1889,Mascotas,Digital
29,BOLIVAR,0,0,0,0,1272012,EMPLEADO,417,,Ahorro,,0,,1807,sin_informacion,No_digital
23,META,0,0,0,0,\N,,757,\N,\N,\N,0,,1517,sin_informacion,No_digital
27,ANTIOQUIA,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
25,"BOGOTA, D.C.",0,0,0,0,1018012,EMPLEADO,409,\N,\N,\N,0,0.0,1199,sin_informacion,No_digital
20,,0,0,0,0,\N,,713,\N,\N,\N,1,,1935,sin_informacion,No_digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
19,,0,0,0,0,\N,,0,\N,\N,\N,0,,1299,sin_informacion,No_digital
26,"BOGOTA, D.C.",0,0,0,0,\N,,227,\N,\N,\N,0,,1844,sin_informacion,No_digital
27,CUNDINAMARCA,0,0,0,0,1589213,INDEPENDIENTE,760,Bajo,,Pago afectado,1,,2371,,No_digital
25,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
22,"BOGOTA, D.C.",0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
29,,0,0,0,0,\N,,387,\N,\N,\N,0,,1562,sin_informacion,No_digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
28,"BOGOTA, D.C.",0,0,0,0,1536953,EMPLEADO,739,\N,\N,\N,1,0.06,2225,sin_informacion,Digital
27,"BOGOTA, D.C.",0,0,0,0,1209033,INDEPENDIENTE,669,\N,\N,\N,1,0.07,2107,sin_informacion,No_digital
29,,0,0,0,0,\N,,836,\N,\N,\N,0,,1153,sin_informacion,No_digital
29,"BOGOTA, D.C.",0,0,0,0,\N,,838,\N,\N,\N,0,0.0,2761,sin_informacion,No_digital
22,NARINO,0,0,0,0,\N,,326,\N,\N,\N,0,,2098,sin_informacion,No_digital
23,"BOGOTA, D.C.",0,0,0,0,1236212,EMPLEADO,198,Aumento,Minimo Ahorro,Paga mas,1,0.0,2298,sin_informacion,Digital
23,VALLE DEL CAUCA,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
22,,0,0,0,0,\N,,724,\N,\N,\N,0,,1335,sin_informacion,No_digital
30,SANTANDER,0,0,0,0,\N,,789,\N,\N,\N,0,,1526,sin_informacion,No_digital
28,VALLE DEL CAUCA,0,0,0,0,2826012,EMPLEADO,368,\N,\N,\N,0,0.0,4006,sin_informacion,No_digital
28,"BOGOTA, D.C.",0,0,0,0,1337212,EMPLEADO,306,Aumento,,Pago afectado,0,0.0,2144,Farmacia,Digital
27,CUNDINAMARCA,0,0,0,0,4650012,EMPLEADO,755,Aumento,Ahorro,,1,0.47,1517,Supermercado,Digital
29,,0,0,0,0,\N,,1,\N,\N,\N,0,,1299,sin_informacion,No_digital
27,CUNDINAMARCA,0,0,0,0,\N,,788,\N,\N,\N,0,0.0,1353,sin_informacion,No_digital
27,CESAR,0,0,0,0,\N,,189,\N,\N,\N,0,,1789,sin_informacion,No_digital
27,BOLIVAR,0,0,0,0,1955212,EMPLEADO,726,Bajo,Minimo Ahorro,Pago normal,1,0.01,3252,Supermercado,Digital
19,RISARALDA,0,0,0,0,1662315,ESTUDIANTE,0,\N,\N,\N,0,0.16,1271,sin_informacion,Digital
28,CALDAS,0,0,0,0,1332074,EMPLEADO,314,,,Pago afectado,1,0.29,1489,sin_informacion,No_digital
29,SAN ANDRES ISLA,0,0,0,1,8544213,EMPLEADO,781,Mantiene,Minimo Ahorro,Pago normal,1,0.65,2125,Restaurante,No_digital
20,,0,0,0,0,\N,,758,\N,\N,\N,1,,1980,sin_informacion,No_digital
27,ATLANTICO,0,0,0,0,1243233,INDEPENDIENTE,748,\N,\N,\N,1,,2144,sin_informacion,No_digital
27,CUNDINAMARCA,0,0,0,0,1141816,EMPLEADO,451,\N,\N,\N,1,0.0,1935,sin_informacion,Digital
27,CUNDINAMARCA,0,0,0,0,1131212,EMPLEADO,248,\N,\N,\N,1,0.01,1935,Supermercado,No_digital
23,,0,0,0,0,\N,,679,\N,\N,\N,0,,1362,sin_informacion,No_digital
21,,0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
19,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
25,,0,0,0,0,\N,,640,\N,\N,\N,0,,1353,sin_informacion,No_digital
19,,0,0,0,0,\N,,390,\N,\N,\N,0,,1390,sin_informacion,No_digital
27,CUNDINAMARCA,0,0,0,0,1127012,EMPLEADO,804,Bajo,Sin Ahorro,Paga mas,1,0.0,1798,,No_digital
25,CUNDINAMARCA,0,0,0,0,1122012,EMPLEADO,736,\N,\N,\N,0,0.38,1480,Mascotas,No_digital
22,,0,0,0,0,\N,,7,\N,\N,\N,0,,1226,sin_informacion,No_digital
28,,0,0,0,0,\N,,1,\N,\N,\N,0,,1181,sin_informacion,No_digital
20,,0,0,0,0,\N,,290,\N,\N,\N,0,,1608,sin_informacion,No_digital
20,,0,0,0,0,\N,,721,\N,\N,\N,0,,1253,sin_informacion,No_digital
23,ANTIOQUIA,0,0,0,0,1080212,EMPLEADO,351,Bajo,Sin Ahorro,Pago afectado,0,,1408,sin_informacion,No_digital
26,"BOGOTA, D.C.",0,0,0,0,\N,,291,\N,\N,\N,0,,1399,sin_informacion,No_digital
19,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
23,ANTIOQUIA,0,0,0,0,1333254,EMPLEADO,578,,,Pago afectado,0,0.18,1217,sin_informacion,No_digital
29,,0,0,0,0,\N,,1,\N,\N,\N,0,,1326,sin_informacion,No_digital
29,"BOGOTA, D.C.",0,0,0,0,\N,,1,\N,\N,\N,0,,1571,sin_informacion,No_digital
21,,0,0,0,0,\N,,0,\N,\N,\N,0,,1226,sin_informacion,No_digital
18,,0,0,0,0,\N,,\N,\N,\N,\N,0,,\N,sin_informacion,No_digital
19,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
30,"BOGOTA, D.C.",0,0,0,0,1333634,INDEPENDIENTE,1,\N,\N,\N,0,0.0,1435,sin_informacion,Digital
27,,0,0,0,0,\N,,150,\N,\N,\N,0,,1844,sin_informacion,No_digital
24,NORTE DE SANTANDER,0,0,0,0,1055012,EMPLEADO,1,\N,\N,\N,0,,1244,sin_informacion,No_digital
29,,0,0,0,0,\N,,0,\N,\N,\N,0,,1226,sin_informacion,No_digital
22,ATLANTICO,0,0,0,0,2277212,EMPLEADO,370,Aumento,Minimo Ahorro,Pago afectado,1,0.02,1408,sin_informacion,Digital
29,,0,0,0,0,\N,,351,\N,\N,\N,0,,1489,sin_informacion,No_digital
27,ANTIOQUIA,0,0,0,0,4102064,EMPLEADO,454,Bajo,,Pago normal,1,0.02,5142,sin_informacion,No_digital
22,,0,0,0,0,\N,,1,\N,\N,\N,0,,1171,sin_informacion,No_digital
25,"BOGOTA, D.C.",0,0,0,0,\N,,7,\N,\N,\N,0,0.0,1262,sin_informacion,No_digital
25,,0,0,0,0,\N,,1,\N,\N,\N,0,,1244,sin_informacion,No_digital
26,SUCRE,0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
25,,0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
26,,0,0,0,0,\N,,706,\N,\N,\N,0,,1453,sin_informacion,No_digital
24,"BOGOTA, D.C.",0,0,0,0,1044012,EMPLEADO,0,\N,\N,\N,0,0.0,1244,sin_informacion,No_digital
27,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
27,ATLANTICO,0,0,0,0,2786012,EMPLEADO,536,Bajo,Sin Ahorro,Pago normal,1,0.01,5714,Farmacia,Digital
23,CUNDINAMARCA,0,0,0,0,\N,,762,\N,\N,\N,0,,1589,sin_informacion,No_digital
24,ANTIOQUIA,0,0,0,0,1453923,EMPLEADO,252,\N,\N,\N,0,,1226,sin_informacion,Digital
26,,0,0,0,0,\N,,591,\N,\N,\N,0,,1553,sin_informacion,No_digital
19,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
25,,0,0,0,0,\N,,1,\N,\N,\N,0,,1780,sin_informacion,No_digital
21,,0,0,0,0,\N,,0,\N,\N,\N,0,,1208,sin_informacion,No_digital
29,MAGDALENA,0,0,0,0,1672212,EMPLEADO,337,\N,\N,\N,1,0.0,1926,sin_informacion,No_digital
26,"BOGOTA, D.C.",0,0,0,0,1332074,EMPLEADO,380,\N,\N,\N,1,,1344,sin_informacion,No_digital
29,,0,0,0,0,\N,,0,\N,\N,\N,0,,1308,sin_informacion,No_digital
30,ANTIOQUIA,0,0,0,0,\N,,690,\N,\N,\N,0,,2925,sin_informacion,No_digital
27,"BOGOTA, D.C.",0,0,0,0,1106012,ESTUDIANTE,791,\N,\N,\N,1,0.0,1489,sin_informacion,No_digital
29,,0,0,0,0,\N,,1,\N,\N,\N,0,,1471,sin_informacion,No_digital
28,CUNDINAMARCA,0,0,0,0,908526,EMPLEADO,599,\N,\N,\N,1,,1426,sin_informacion,Digital
28,,0,0,0,0,\N,,1,\N,\N,\N,0,,1317,sin_informacion,No_digital
18,,0,0,0,0,\N,,7,\N,\N,\N,0,,1235,sin_informacion,No_digital
22,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
29,ANTIOQUIA,0,0,0,0,\N,,369,\N,\N,\N,0,,1626,sin_informacion,No_digital
26,ATLANTICO,0,0,0,0,1388212,EMPLEADO,258,\N,\N,\N,0,0.01,1562,sin_informacion,Digital
27,SANTANDER,0,0,0,0,1545033,INDEPENDIENTE,485,Bajo,Minimo Ahorro,Pago afectado,1,,1871,sin_informacion,No_digital
21,"BOGOTA, D.C.",0,0,0,0,2037332,EMPLEADO,\N,\N,\N,\N,0,,\N,sin_informacion,No_digital
25,,0,0,0,0,\N,,1,\N,\N,\N,0,,1199,sin_informacion,No_digital
30,ATLANTICO,1,0,0,0,1290112,EMPLEADO,417,Bajo,Minimo Ahorro,Pago afectado,1,0.54,2080,sin_informacion,Digital
26,"BOGOTA, D.C.",0,0,0,0,1267212,EMPLEADO,775,\N,\N,\N,1,,1489,sin_informacion,No_digital
29,"BOGOTA, D.C.",0,0,0,0,1222212,EMPLEADO,1,,Sin Ahorro,Pago normal,0,0.0,1744,sin_informacion,Digital
25,BOYACA,0,0,0,0,\N,,581,\N,\N,\N,0,0.0,1480,sin_informacion,No_digital
18,"BOGOTA, D.C.",0,0,0,0,908526,,\N,\N,\N,\N,0,,\N,sin_informacion,No_digital
30,,0,0,0,0,\N,,678,\N,\N,\N,0,,1544,sin_informacion,No_digital
29,ATLANTICO,0,0,0,0,\N,,245,\N,\N,\N,0,,1689,sin_informacion,No_digital
25,,0,0,0,0,\N,,0,\N,\N,\N,0,,1099,sin_informacion,No_digital
22,,0,0,0,0,\N,,417,\N,\N,\N,0,,1053,sin_informacion,No_digital
21,VALLE DEL CAUCA,0,0,0,0,1095033,INDEPENDIENTE,791,\N,\N,\N,1,0.0,1998,sin_informacion,No_digital
28,"BOGOTA, D.C.",0,0,0,1,1077212,EMPLEADO,764,,Minimo Ahorro,,1,0.35,1626,sin_informacion,No_digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
30,HUILA,0,0,0,0,1334483,INDEPENDIENTE,761,\N,\N,\N,1,0.0,1235,sin_informacion,Digital
20,,0,0,0,0,\N,,643,\N,\N,\N,0,,2180,sin_informacion,No_digital
20,CASANARE,0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
22,TOLIMA,0,0,0,0,\N,,664,\N,\N,\N,0,0.02,1526,sin_informacion,No_digital
26,TOLIMA,0,0,0,0,\N,,0,\N,\N,\N,0,,1053,sin_informacion,No_digital
28,META,0,0,0,0,1116012,EMPLEADO,745,,Minimo Ahorro,Pago normal,1,0.03,1907,sin_informacion,Digital
20,ANTIOQUIA,0,0,0,0,\N,,0,\N,\N,\N,0,,1335,sin_informacion,No_digital
21,,0,0,0,0,\N,,0,\N,\N,\N,0,0.0,1244,sin_informacion,No_digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
18,,0,0,0,0,\N,,7,\N,\N,\N,0,,1408,sin_informacion,No_digital
22,"BOGOTA, D.C.",0,0,0,0,\N,,400,\N,\N,\N,0,0.0,1326,sin_informacion,No_digital
29,,0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
30,CAUCA,1,0,0,0,1424212,EMPLEADO,788,,,Pago afectado,1,1.0,2489,sin_informacion,No_digital
26,"BOGOTA, D.C.",0,0,0,0,1180212,EMPLEADO,388,\N,\N,\N,0,0.0,1953,sin_informacion,No_digital
29,ATLANTICO,0,0,0,0,2116053,EMPLEADO,380,Bajo,Sin Ahorro,,0,0.03,1926,sin_informacion,No_digital
25,BOLIVAR,0,0,0,0,1374128,EMPLEADO,599,\N,\N,\N,0,0.16,1335,sin_informacion,No_digital
26,ATLANTICO,0,0,0,0,1154233,INDEPENDIENTE,1,,Sin Ahorro,,1,0.13,1680,sin_informacion,Digital
25,,0,0,0,0,\N,,460,\N,\N,\N,0,,1571,sin_informacion,No_digital
27,VALLE DEL CAUCA,0,0,0,0,1193012,EMPLEADO,721,\N,\N,\N,1,0.02,2007,sin_informacion,No_digital
20,,0,0,0,0,\N,,1,\N,\N,\N,0,,1262,sin_informacion,No_digital
27,CAUCA,0,0,0,0,\N,,246,\N,\N,\N,0,0.09,1789,sin_informacion,No_digital
25,,0,0,0,0,\N,,7,\N,\N,\N,0,0.0,1390,sin_informacion,No_digital
26,,0,0,0,0,\N,,768,\N,\N,\N,1,,2098,sin_informacion,No_digital
30,ATLANTICO,0,0,0,0,\N,,1,\N,\N,\N,0,,1217,sin_informacion,No_digital
30,VALLE DEL CAUCA,0,0,0,0,\N,,655,\N,\N,\N,0,0.47,1489,sin_informacion,No_digital
29,NARIÑO,0,0,0,0,1902033,INDEPENDIENTE,687,Bajo,Minimo Ahorro,Pago afectado,0,0.02,1889,sin_informacion,Digital
28,ANTIOQUIA,0,0,0,0,2378033,INDEPENDIENTE,690,,Ahorro,,1,0.01,1989,,No_digital
19,,0,0,0,0,\N,,7,\N,\N,\N,0,,1335,sin_informacion,No_digital
29,,0,0,0,0,\N,,396,\N,\N,\N,0,,1417,sin_informacion,No_digital
27,CUNDINAMARCA,0,0,0,0,2164084,EMPLEADO,786,\N,\N,\N,1,0.06,2434,sin_informacion,No_digital
28,,0,0,0,0,\N,,723,\N,\N,\N,0,,1871,sin_informacion,No_digital
21,CALDAS,0,0,0,0,1034012,EMPLEADO,738,\N,\N,\N,0,0.0,1281,sin_informacion,Digital
27,ANTIOQUIA,0,0,0,0,\N,,711,\N,\N,\N,0,,1589,sin_informacion,No_digital
28,,0,0,0,0,\N,,400,\N,\N,\N,0,,1426,sin_informacion,No_digital
25,VALLE DEL CAUCA,0,0,0,0,3756041,EMPLEADO,766,,,Pago normal,0,0.89,1208,sin_informacion,No_digital
27,ANTIOQUIA,0,0,0,0,1097033,INDEPENDIENTE,222,\N,\N,\N,0,,1181,sin_informacion,Digital
20,"BOGOTA, D.C.",0,0,0,0,1700239,AMA DE CASA,733,\N,\N,\N,1,0.17,1299,sin_informacion,Digital
20,,0,0,0,0,\N,,522,\N,\N,\N,0,,1308,sin_informacion,No_digital
29,"BOGOTA, D.C.",0,0,0,0,1103012,EMPLEADO,1,\N,\N,\N,0,0.02,1253,sin_informacion,No_digital
18,"BOGOTA, D.C.",0,0,0,0,\N,,771,\N,\N,\N,0,,1889,sin_informacion,No_digital
28,,0,0,0,0,\N,,1,\N,\N,\N,0,,1190,sin_informacion,No_digital
23,NARINO,0,0,0,0,1681012,EMPLEADO,0,Bajo,,Pago normal,0,,1380,sin_informacion,No_digital
25,,0,0,0,0,\N,,0,\N,\N,\N,0,,1053,sin_informacion,No_digital
29,NORTE DE SANTANDER,0,0,0,0,1527343,EMPLEADO,298,\N,\N,\N,0,1.0,1390,sin_informacion,Digital
28,ANTIOQUIA,0,0,0,0,1597012,EMPLEADO,788,Bajo,,Pago afectado,1,0.04,4288,sin_informacion,No_digital
22,,0,0,0,0,\N,,1,\N,\N,\N,0,,1235,sin_informacion,No_digital
27,VALLE DEL CAUCA,0,0,0,0,1415524,,693,\N,\N,\N,1,,1771,sin_informacion,No_digital
28,CALDAS,0,0,0,0,1420012,EMPLEADO,792,\N,\N,\N,1,0.11,2453,sin_informacion,No_digital
19,BOYACA,0,0,0,1,2546462,ESTUDIANTE,\N,\N,\N,\N,0,,\N,sin_informacion,No_digital
29,NORTE DE SANTANDER,0,0,0,0,\N,,728,\N,\N,\N,0,,1390,sin_informacion,No_digital
22,,0,0,0,0,\N,,0,\N,\N,\N,0,,1208,sin_informacion,No_digital
18,,0,0,0,0,\N,,7,\N,\N,\N,0,,1226,sin_informacion,No_digital
19,,0,0,0,0,\N,,7,\N,\N,\N,0,,1299,sin_informacion,No_digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,1053,sin_informacion,No_digital
20,TOLIMA,0,0,0,0,1333634,EMPLEADO,687,\N,\N,\N,1,0.0,1489,sin_informacion,Digital
22,GUAVIARE,0,0,0,0,\N,,514,\N,\N,\N,0,,1035,sin_informacion,No_digital
25,ANTIOQUIA,0,0,0,0,1234212,EMPLEADO,440,Bajo,,Pago normal,1,0.12,2353,sin_informacion,No_digital
19,,0,0,0,0,\N,,0,\N,\N,\N,0,,1271,sin_informacion,No_digital
28,CUNDINAMARCA,0,0,0,0,2540840,INDEPENDIENTE,733,\N,\N,\N,1,0.0,1271,sin_informacion,No_digital
18,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
25,VALLE DEL CAUCA,0,0,0,0,\N,,0,\N,\N,\N,0,,1299,sin_informacion,No_digital
18,,0,0,0,0,\N,,0,\N,\N,\N,0,,1753,sin_informacion,No_digital
27,TOLIMA,0,0,0,0,1020012,EMPLEADO,1,\N,\N,\N,0,0.0,1235,sin_informacion,No_digital
25,CUNDINAMARCA,0,0,0,0,\N,,150,\N,\N,\N,0,,1735,sin_informacion,No_digital
30,CUNDINAMARCA,0,0,0,0,4024233,INDEPENDIENTE,744,Mantiene,Minimo Ahorro,Pago normal,1,0.02,3952,,No_digital
28,,0,0,0,0,\N,,1,\N,\N,\N,0,,1253,sin_informacion,No_digital
22,,0,0,0,0,\N,,0,\N,\N,\N,0,,1299,sin_informacion,No_digital
21,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
25,CESAR,0,0,0,0,2612033,INDEPENDIENTE,645,Bajo,Minimo Ahorro,,1,0.0,1798,Farmacia,No_digital
22,,0,0,0,0,\N,,7,\N,\N,\N,0,,1344,sin_informacion,No_digital
20,,0,0,0,0,\N,,737,\N,\N,\N,0,,953,sin_informacion,No_digital
30,,0,0,0,0,\N,,1,\N,\N,\N,0,,1417,sin_informacion,No_digital
26,META,0,0,0,0,\N,,312,\N,\N,\N,0,0.0,1435,sin_informacion,No_digital
24,BOLIVAR,0,0,0,0,1755040,AMA DE CASA,0,\N,\N,\N,0,0.0,1308,sin_informacion,Digital
27,,0,0,0,0,\N,,328,\N,\N,\N,0,,1717,sin_informacion,No_digital
27,,0,0,0,0,\N,,649,\N,\N,\N,0,,1417,sin_informacion,No_digital
25,CESAR,0,0,0,0,\N,,785,\N,\N,\N,0,,2371,sin_informacion,No_digital
24,ATLANTICO,0,0,0,0,1738254,ESTUDIANTE,775,\N,\N,\N,1,0.02,1371,sin_informacion,Digital
27,VALLE DEL CAUCA,0,0,0,0,\N,,786,\N,\N,\N,0,,1308,sin_informacion,No_digital
28,CUNDINAMARCA,0,0,0,0,3341241,EMPLEADO,558,Bajo,Minimo Ahorro,Pago normal,1,0.05,4006,Restaurante,Digital
28,"BOGOTA, D.C.",0,0,0,0,\N,,775,\N,\N,\N,1,0.0,2389,sin_informacion,No_digital
28,"BOGOTA, D.C.",0,0,0,0,2625729,EMPLEADO,310,\N,\N,\N,1,0.0,3316,sin_informacion,Digital
25,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
21,CUNDINAMARCA,0,0,0,1,1332074,EMPLEADO,775,\N,\N,\N,1,0.02,1562,sin_informacion,No_digital
27,CUNDINAMARCA,0,0,0,0,1310212,EMPLEADO,716,Bajo,Minimo Ahorro,Pago normal,1,0.0,2671,,No_digital
27,CUNDINAMARCA,0,0,0,0,\N,,825,\N,\N,\N,1,0.07,1526,sin_informacion,No_digital
24,,0,0,0,0,\N,,728,\N,\N,\N,1,,1517,sin_informacion,No_digital
27,,0,0,0,0,\N,,818,\N,\N,\N,1,,1562,sin_informacion,No_digital
19,,0,0,0,0,\N,,0,\N,\N,\N,0,,1244,sin_informacion,No_digital
20,"BOGOTA, D.C.",0,0,0,0,\N,,1,\N,\N,\N,1,,1371,sin_informacion,No_digital
29,CHOCO,0,0,0,0,\N,,225,\N,\N,\N,0,,1862,sin_informacion,No_digital
18,"BOGOTA, D.C.",0,0,0,0,1345747,EMPLEADO,474,,,Pago afectado,0,,1717,sin_informacion,No_digital
29,,0,0,0,0,\N,,291,\N,\N,\N,0,,1608,sin_informacion,No_digital
26,,0,0,0,0,\N,,0,\N,\N,\N,0,,0,sin_informacion,No_digital
29,CAUCA,0,0,0,0,\N,,739,\N,\N,\N,0,,1326,sin_informacion,No_digital
25,"BOGOTA, D.C.",0,0,0,0,\N,,758,\N,\N,\N,0,0.07,1226,sin_informacion,No_digital
28,CESAR,0,0,0,0,1136012,EMPLEADO,1,Aumento,Minimo Ahorro,,0,0.12,1362,,Digital
20,,0,0,0,0,\N,,0,\N,\N,\N,0,,1226,sin_informacion,No_digital
22,,0,0,0,0,\N,,0,\N,\N,\N,0,,1753,sin_informacion,No_digital
29,META,0,0,0,0,\N,,0,\N,\N,\N,0,,1053,sin_informacion,No_digital
22,"BOGOTA, D.C.",0,0,0,0,1338657,EMPLEADO,625,\N,\N,\N,0,0.01,1326,sin_informacion,No_digital
26,,0,0,0,0,\N,,322,\N,\N,\N,0,,1226,sin_informacion,No_digital
30,,0,0,0,0,\N,,760,\N,\N,\N,0,,3143,sin_informacion,No_digital
29,,0,0,0,0,\N,,260,\N,\N,\N,0,,1380,sin_informacion,No_digital
28,"BOGOTA, D.C.",0,0,0,0,2518012,EMPLEADO,807,Bajo,Sin Ahorro,,1,0.0,2271,sin_informacion,No_digital
25,"BOGOTA, D.C.",0,0,0,0,\N,,706,\N,\N,\N,0,,1308,sin_informacion,No_digital
